scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
Edelweiss Arbitrage Fund,500,5000,0.14285714285714285,5393.0,9,Bhavesh Jain,1.61,1.78,0.005810200129115558,0.8719806763285024,0.5092165898617511,1,Edelweiss Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.8,5.0,5.7,0.36432794797079043
Kotak Low Duration Fund,1000,5000,0.16602316602316602,7420.0,10,Deepak Agrawal,2.67,2.9,0.01329890251775339,0.8760064412238325,0.4815668202764978,3,Kotak Mahindra Mutual Fund,3,Debt,Low Duration Funds,5.4,6.2,6.9,0.36450185146294567
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.05405405405405406,31463.0,10,Amandeep Chopra,4.83,1.41,0.001420271142672692,0.8757380568974772,0.5852534562211982,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3,0.36459222954503656
ICICI Pru Debt Management Fund,100,100,0.1583011583011583,141.0,10,Manish Banthia,3.01,2.07,0.017301484828921885,0.869296833064949,0.4930875576036867,3,ICICI Prudential Mutual Fund,4,Other,FoFs Domestic,5.8,6.7,7.0,0.36568629467661584
Mirae Asset Cash Management Fund,1000,5000,0.06563706563706564,5983.0,10,Abhishek Iyer,6.12,1.3,0.0012911555842479014,0.8738593666129898,0.5806451612903226,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.36569747701502314
Aditya Birla SL Liquid Fund,500,500,0.08108108108108109,28071.0,10,Kaustubh Gupta,5.28,1.49,0.001549386701097482,0.8765432098765432,0.5668202764976958,3,Aditya Birla Sun Life Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.4,0.3660123418701621
PGIM India Corporate Bond Fund,1000,5000,0.11196911196911197,49.0,10,Puneet Pal,2.99,1.95,0.01897998708844416,0.8706387546967257,0.532258064516129,2,PGIM India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,6.8,6.9,0.3665424450585729
LIC MF Liquid Fund,1000,5000,0.06177606177606178,5996.0,10,Rahul Singh,4.72,1.33,0.0012911555842479014,0.8746645195920558,0.587557603686636,3,LIC Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,0.36696698936447936
AXIS Liquid Fund,0,500,0.05791505791505791,27226.0,10,Devang Shah,4.54,1.41,0.001420271142672692,0.8760064412238325,0.5898617511520738,2,Axis Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.4,0.3669936458548213
Invesco India Money Market Fund,1000,1000,0.08494208494208494,2294.0,10,Krishna Cheemalapati,1.82,3.07,0.006843124596513881,0.8982823403113258,0.5483870967741936,2,Invesco Mutual Fund,2,Debt,Money Market Funds,5.0,5.1,5.8,0.367118899479173
UTI-Short Term Income Fund,500,500,0.1274131274131274,2269.0,10,Sudhir Agrawal,4.4,4.95,0.03408650742414461,0.8770799785292539,0.5046082949308757,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5.0,8.5,5.4,0.3671733928944315
Sundaram Liquid Fund,2000,1000,0.06563706563706564,4169.0,10,Dwijendra Srivastava,4.89,1.36,0.001420271142672692,0.8749329039184112,0.5852534562211982,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3,0.36732695184497627
Mirae Asset Corporate Bond Fund,1000,5000,0.1776061776061776,57.0,2,Mahendra Jajoo,3.24,0.67,0.001420271142672692,0.880300590445518,0.4884792626728111,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,18.5,8.9,0.36736050907815954
Kotak Corporate Bond Fund,1000,5000,0.12355212355212356,8880.0,10,Deepak Agrawal,2.25,1.73,0.016397675919948354,0.870907139023081,0.5276497695852536,2,Kotak Mahindra Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.5,6.4,7.1,0.36746380854821026
HSBC Liquid Fund,500,5000,0.04633204633204633,12043.0,10,Kapil Punjabi,4.42,1.38,0.001420271142672692,0.8757380568974772,0.6013824884792627,2,HSBC Mutual Fund,3,Debt,Liquid Mutual Funds,5.7,4.3,5.3,0.367500437291954
ICICI Pru Banking & PSU Debt Fund,100,500,0.14671814671814673,7265.0,10,Rahul Goswami,2.64,4.03,0.019109102646868947,0.8875469672571122,0.49539170506912444,2,ICICI Prudential Mutual Fund,5,Debt,Banking and PSU Mutual Funds,5.8,6.9,7.2,0.3675837173134137
Nippon India Liquid Fund,100,1000,0.07722007722007723,25358.0,10,Anju Chhajer,4.53,1.5,0.001549386701097482,0.8773483628556092,0.5783410138248848,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4,0.36866434269888093
Franklin India Liquid Fund,500,10000,0.0501930501930502,1511.0,10,Pallab Roy,4.44,1.34,0.001420271142672692,0.8749329039184112,0.6036866359447005,2,Franklin Templeton Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.4,0.3689959019010231
Navi Regular Savings Fund,500,10,0.15057915057915058,26.0,10,Surbhi Sharma,2.69,1.01,0.03912201420271143,0.868491680085883,0.4930875576036867,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,0.3690498944937481
Mirae Asset Equity Savings Fund,1000,5000,0.16602316602316602,573.0,4,Harshad Borawake,4.03,4.3,0.08908973531310523,0.8835212023617821,0.4285714285714286,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,16.1,8.9,0.36905389437785285
HSBC Money Market Fund,500,5000,0.09652509652509653,716.0,10,Shriram Ramanathan,2.45,2.43,0.004389928986442866,0.8902308105206657,0.5529953917050692,2,HSBC Mutual Fund,1,Debt,Money Market Funds,5.2,4.9,6.0,0.36917353599353875
HSBC Equity Savings Fund,500,5000,0.23938223938223938,150.0,10,Ritesh Jain,4.47,5.57,0.07708198837959974,0.8778851315083199,0.3824884792626728,3,HSBC Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.9,15.5,7.5,0.3694396270209256
DSP Savings Fund,500,500,0.09652509652509653,3903.0,10,Kedar Karnik,1.82,3.15,0.006972240154938671,0.8993558776167472,0.5460829493087558,3,DSP Mutual Fund,2,Debt,Money Market Funds,5.0,5.3,5.9,0.36957039448598494
HSBC Arbitrage Fund,500,5000,0.11196911196911197,2344.0,9,Ritesh Jain,1.54,1.63,0.005551969012265977,0.8719806763285024,0.5529953917050692,1,HSBC Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,0.3696750230225657
Sundaram Corporate Bond Fund,250,5000,0.10810810810810811,996.0,10,Dwijendra Srivastava,2.14,1.84,0.01897998708844416,0.8706387546967257,0.5460829493087558,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3,0.36972465953110994
HDFC Short Term Debt Fund,100,100,0.11196911196911197,11028.0,10,Anil Bamboli,2.33,4.24,0.020658489347966432,0.8939881910896403,0.5276497695852536,3,HDFC Mutual Fund,3,Debt,Short Duration Funds,4.7,7.0,7.3,0.3702494694227737
Canara Robeco Small Cap Fund,1000,5000,0.18146718146718147,4831.0,4,Shridatta Bhandwaldar,4.62,12.23,0.22569399612653324,0.8762748255501879,0.3110599078341014,6,Canara Robeco Mutual Fund,5,Equity,Small Cap Mutual Funds,-0.6,51.8,8.9,0.3703632318586967
ICICI Pru Passive Strategy Fund,1000,5000,0.023166023166023165,93.0,10,Dharmesh Kakkad,3.11,1.99,0.1879922530664945,0.8776167471819646,0.4746543778801844,6,ICICI Prudential Mutual Fund,3,Other,FoFs Domestic,4.9,26.3,10.9,0.3707092318585776
Edelweiss Aggressive Hybrid Fund,500,5000,0.138996138996139,469.0,10,Bharat Lahoti,3.83,5.57,0.147062621045836,0.8762748255501879,0.4147465437788019,6,Edelweiss Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,6.5,24.6,13.0,0.37119361825417185
Quant Absolute Fund,1000,5000,0.21621621621621623,1013.0,10,Sanjeev Sharma,3.75,16.98,0.1825693996126533,0.8746645195920558,0.3225806451612903,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,19.1,0.3714035014240157
Franklin India Corporate Debt Fund,500,10000,0.08108108108108109,748.0,10,Santosh Kamath,1.65,1.68,0.019754680438992898,0.870101986044015,0.5760368663594471,2,Franklin Templeton Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.4,6.3,7.0,0.37204039749665563
Bank of India Liquid Fund,0,5000,0.0694980694980695,403.0,10,Mithraem Bharucha,4.06,1.38,0.001420271142672692,0.8754696725711218,0.599078341013825,2,Bank of India Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.3,0.37254702197855744
Baroda BNP Paribas Liquid Fund,500,5000,0.07335907335907337,6686.0,10,Vikram Pamnani,4.11,1.32,0.001420271142672692,0.8743961352657005,0.5967741935483871,2,Baroda BNP Paribas Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.4,5.4,0.3726063212430928
DSP Regular Savings Fund,500,500,0.1969111969111969,199.0,10,Vikram Chopra,2.68,2.26,0.05177533892834087,0.8714439076757917,0.4539170506912443,3,DSP Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,3.0,10.8,6.0,0.37263553070241606
Kotak Equity Arbitrage Fund,1000,5000,0.16602316602316602,21917.0,10,Hiten Shah,1.46,1.66,0.006197546804389928,0.8695652173913043,0.5207373271889402,1,Kotak Mahindra Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.8,4.9,5.6,0.3731894198418319
ICICI Pru Liquid Fund,99,99,0.07722007722007723,47245.0,10,Rahul Goswami,4.39,1.39,0.001420271142672692,0.8760064412238325,0.5944700460829494,3,ICICI Prudential Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.3732023891603388
JM Liquid Fund,1000,5000,0.05791505791505791,1426.0,10,Shalini Tibrewala,3.82,1.22,0.0011620400258231115,0.8733225979602791,0.6129032258064516,2,JM Financial Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,4.2,5.3,0.3733047618192116
UTI-Ultra Short Term Fund,500,500,0.16988416988416988,2130.0,10,Ritesh Nambiar,7.6,2.62,0.016010329244673983,0.8682232957595276,0.511520737327189,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7,0.3735745051322732
AXIS Small Cap Fund,500,500,0.20849420849420852,11462.0,9,Anupam Tiwari,3.9,8.34,0.18644286636539703,0.8727858293075684,0.3364055299539171,6,Axis Mutual Fund,5,Equity,Small Cap Mutual Funds,3.4,34.5,19.4,0.37421309356259025
UTI-Arbitrage Fund,500,5000,0.1312741312741313,3532.0,10,Rajeev Gupta,1.45,1.42,0.005293737895416399,0.868491680085883,0.5552995391705069,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5,0.3744301650607156
Kotak Liquid Fund,1000,100,0.05791505791505791,33220.0,10,Deepak Agrawal,3.68,1.33,0.001420271142672692,0.8754696725711218,0.6152073732718895,3,Kotak Mahindra Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.3744899787602239
UTI-Banking & PSU Debt Fund,500,500,0.09266409266409266,524.0,9,Anurag Mittal,3.32,1.2,0.04092963202065848,0.8145464304884595,0.5944700460829494,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11.0,7.9,5.6,0.3746487310937645
Tata Liquid Fund,150,5000,0.08108108108108109,18212.0,10,Amit Somani,4.25,1.42,0.001420271142672692,0.8765432098765432,0.5967741935483871,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,0.37496623809576324
AXIS All Seasons Debt Fund,1000,5000,0.08494208494208494,161.0,3,R Sivakumar,1.77,1.88,0.023111684958037445,0.8765432098765432,0.5760368663594471,4,Axis Mutual Fund,4,Other,FoFs Domestic,4.7,6.2,8.9,0.37513314435817335
SBI Liquid Fund,500,500,0.0694980694980695,57052.0,10,R Arun,4.07,1.35,0.001420271142672692,0.8754696725711218,0.6082949308755761,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.3753119989370828
Canara Robeco Savings Fund,1000,5000,0.11969111969111969,1003.0,10,Kunal Jain,2.24,2.64,0.006455777921239509,0.8907675791733763,0.5529953917050692,2,Canara Robeco Mutual Fund,2,Debt,Low Duration Funds,5.0,5.2,5.9,0.37558885774928585
DSP Liquidity Fund,500,500,0.05791505791505791,13582.0,10,Kedar Karnik,4.19,1.29,0.0012911555842479014,0.8746645195920558,0.619815668202765,3,DSP Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.37567915775406713
UTI-Treasury Advantage Fund,500,500,0.1274131274131274,2565.0,10,Anurag Mittal,6.28,3.18,0.030471271788250483,0.8588298443370908,0.5483870967741936,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8,0.3757531977000207
Invesco India Liquid Fund,500,1000,0.05791505791505791,6434.0,10,Krishna Cheemalapati,4.13,1.31,0.0012911555842479014,0.8752012882447665,0.619815668202765,2,Invesco Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.3757865114846093
AXIS Credit Risk Fund,1000,5000,0.3127413127413128,620.0,9,Devang Shah,1.97,3.22,0.017430600387346677,0.8620504562533549,0.40322580645161293,4,Axis Mutual Fund,4,Debt,Credit Risk Funds,5.4,7.4,6.8,0.3759208114683197
Edelweiss Money Market Fund,500,5000,0.1003861003861004,346.0,10,Dhawal Dalal,2.05,2.56,0.004260813428018075,0.8939881910896403,0.5737327188940092,2,Edelweiss Mutual Fund,1,Debt,Money Market Funds,4.9,4.7,7.3,0.3770791823396604
Aditya Birla SL Regular Savings Fund,500,500,0.3552123552123552,1585.0,10,Dhaval Shah,3.88,5.71,0.05848934796642995,0.8711755233494364,0.3317972350230415,4,Aditya Birla Sun Life Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.6,13.9,7.6,0.377199700971496
Kotak Floating Rate Fund,1000,5000,0.08494208494208494,4796.0,4,Deepak Agrawal,1.86,3.79,0.02685603615235636,0.8827160493827161,0.5760368663594471,2,Kotak Mahindra Mutual Fund,2,Debt,Floater Mutual Funds,4.6,7.0,8.9,0.3773038000579877
Aditya Birla SL Arbitrage Fund,1000,1000,0.138996138996139,4288.0,10,Lovelish Solanki,1.33,1.53,0.005810200129115558,0.870101986044015,0.5576036866359447,1,Aditya Birla Sun Life Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5,0.37750308798090004
Aditya Birla SL FP FoF – Moderate – Direct Growth,100,100,0.138996138996139,28.0,10,Vinod Narayan Bhat,3.09,1.69,0.10703679793415108,0.8706387546967257,0.47926267281105994,5,Aditya Birla Sun Life Mutual Fund,3,Other,FoFs Domestic,3.7,17.3,9.4,0.3794147870152357
Aditya Birla SL FP FoF – Aggressive – Direct Growth,100,100,0.08494208494208494,159.0,10,Vinod Narayan Bhat,3.13,1.65,0.14796642995480955,0.8765432098765432,0.4884792626728111,6,Aditya Birla Sun Life Mutual Fund,3,Other,FoFs Domestic,2.5,21.7,10.7,0.38007954950137557
ICICI Pru Floating Interest Fund,100,500,0.23938223938223938,11650.0,10,Rahul Goswami,2.75,3.22,0.019367333763718526,0.867686527106817,0.4746543778801844,2,ICICI Prudential Mutual Fund,2,Debt,Floater Mutual Funds,6.3,7.0,7.2,0.38062101207190824
Kotak Balanced Advantage Fund,1000,1000,0.18532818532818532,14279.0,5,Harish Krishnan,4.01,3.56,0.10961910910264687,0.870101986044015,0.4447004608294931,6,Kotak Mahindra Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.5,18.1,8.9,0.381167359065359
Quant Infrastructure Fund,1000,5000,0.2471042471042471,822.0,10,Vasav Sahgal,3.44,27.24,0.24493221433182696,0.869296833064949,0.28110599078341025,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,21.1,0.38120027920703137
Bank of India Ultra Short Duration Fund,1000,5000,0.138996138996139,118.0,10,Mithraem Bharucha,2.16,2.06,0.0032278889606197547,0.8851315083199142,0.5645161290322581,3,Bank of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.7,5.7,0.38193714736285
AXIS Banking & PSU Debt Fund,1000,5000,0.1274131274131274,13953.0,10,Aditya Pagaria,2.78,3.83,0.01588121368624919,0.8985507246376812,0.5552995391705069,3,Axis Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.5,6.4,7.2,0.38212359195353246
UTI-Equity Savings Fund,0,5000,0.2625482625482626,257.0,5,V Srivatsa,4.06,3.98,0.07385409941898,0.879495437466452,0.40783410138248855,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,8.9,0.3823499083998476
IIFL Dynamic Bond Fund,1000,10000,0.10424710424710426,494.0,10,Milan Mody,1.63,1.61,0.02052937378954164,0.8711755233494364,0.5898617511520738,3,IIFL Mutual Fund,4,Debt,Dynamic Bond,3.3,6.0,6.5,0.3823877495246709
Aditya Birla SL Credit Risk Fund,100,100,0.2664092664092664,1032.0,8,Sunaina da Cunha,1.82,3.01,0.03395739186571982,0.8295759527643586,0.4723502304147466,4,Aditya Birla Sun Life Mutual Fund,4,Debt,Credit Risk Funds,8.7,9.0,7.2,0.3827119242460423
Kotak Equity Hybrid Fund,1000,5000,0.22393822393822393,3269.0,8,Pankaj Tibrewal,3.89,7.32,0.14835377663008392,0.8762748255501879,0.3824884792626728,6,Kotak Mahindra Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8,0.3830745090309164
PGIM India Banking&PSU Debt Fund,1000,5000,0.09652509652509653,53.0,10,Puneet Pal,2.06,3.87,0.018850871530019367,0.8985507246376812,0.5829493087557605,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1,0.3834389295680433
HDFC Liquid Fund,300,5000,0.07722007722007723,49008.0,10,Anupam Joshi,3.68,1.34,0.001420271142672692,0.8760064412238325,0.6290322580645161,2,HDFC Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,0.38357105275480885
ICICI Pru Regular Savings Fund,100,5000,0.38223938223938225,3212.0,10,Manish Banthia,3.57,3.21,0.04054228534538412,0.868491680085883,0.3502304147465438,4,ICICI Prudential Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,5.5,11.3,9.0,0.3844628773373313
Union Medium Duration Fund,500,1000,0.2471042471042471,170.0,3,Parijat Agrawal,3.24,0.67,0.001420271142672692,0.880300590445518,0.4884792626728111,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,18.5,8.9,0.3847350264526769
UTI-Corporate Bond Fund,500,500,0.0888030888030888,3092.0,5,Anurag Mittal,1.7,1.63,0.023111684958037445,0.8749329039184112,0.6059907834101383,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,8.9,0.3847625092470053
Kotak India Growth Fund,0,5000,0.1312741312741313,90.0,5,Devender Singhal,3.71,7.67,0.21897998708844416,0.8805689747718733,0.40783410138248855,6,Kotak Mahindra Mutual Fund,0,Equity,Multi Cap Funds,4.8,35.5,15.6,0.3860275549597651
Franklin India Debt Hybrid Fund,500,10000,0.22007722007722005,246.0,10,Rajasa Kakulavarapu,2.98,1.26,0.04673983214977405,0.870907139023081,0.48387096774193555,4,Franklin Templeton Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.8,7.0,0.38604698118394537
Navi Large Cap Equity Fund,500,1000,0.11969111969111969,91.0,10,Aditya Mulki,3.12,5.26,0.19496449322143317,0.8778851315083199,0.44009216589861755,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,0.38626857929938746
Mirae Asset Short Term Fund,1000,5000,0.11969111969111969,406.0,5,Basant Bafna,1.74,4.26,0.015364751452550032,0.9098228663446055,0.5691244239631337,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7,0.38646586824377865
Sundaram Equity Savings Fund,500,100,0.20849420849420852,415.0,10,Sudhir Kedia,3.24,2.5,0.07579083279535184,0.880300590445518,0.4654377880184332,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9,0.3867627148170236
Bandhan Asset Allocation FoF – Moderate – Direct Growth,100,1000,0.16216216216216217,16.0,10,Sachin Relekar,2.27,0.73,0.0816010329244674,0.8666129898013957,0.5092165898617511,5,Bandhan Mutual Fund,0,Other,FoFs Domestic,1.3,12.7,6.9,0.3870283736904619
Invesco India Corporate Bond Fund,100,1000,0.10810810810810811,2065.0,10,Vikas Garg,1.56,1.51,0.02052937378954164,0.8730542136339238,0.6013824884792627,2,Invesco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,6.4,6.9,0.387184959744976
Kotak Bond – Short Term Fund,1000,5000,0.138996138996139,12203.0,10,Deepak Agrawal,1.89,4.73,0.019238218205293738,0.9103596349973162,0.5529953917050692,3,Kotak Mahindra Mutual Fund,3,Debt,Short Duration Funds,4.4,6.5,7.2,0.3875291338113422
HDFC Corporate Bond Fund,100,100,0.12355212355212356,23486.0,10,Anupam Joshi,1.59,1.91,0.024790187217559715,0.880300590445518,0.5829493087557605,3,HDFC Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,6.9,7.3,0.38803048840825255
ICICI Pru Equity – Arbitrage Fund,1000,5000,0.15057915057915058,11272.0,10,Kayzad Eghlim,1.27,1.59,0.006197546804389928,0.8719806763285024,0.5829493087557605,1,ICICI Prudential Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5,0.3884751022383137
Sundaram Short Duration Fund,2000,5000,0.10810810810810811,200.0,10,Dwijendra Srivastava,2.28,2.16,0.058747579083279544,0.8150831991411702,0.6129032258064516,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,0.38860152936801645
LIC MF Ultra Short Term Fund,1000,5000,0.11583011583011582,40.0,3,Rahul Singh,1.98,1.33,0.001549386701097482,0.8752012882447665,0.6152073732718895,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,8.9,0.3889473452633235
ICICI Pru Thematic Advantage Fund,1000,5000,0.09652509652509653,958.0,10,Dharmesh Kakkad,4.13,6.63,0.23176242737249836,0.8813741277509394,0.435483870967742,6,ICICI Prudential Mutual Fund,0,Other,FoFs Domestic,5.4,35.4,14.6,0.3889918678149092
Nippon India Banking & PSU Debt Fund,100,5000,0.1274131274131274,4008.0,8,Pranay Sinha,1.84,5.1,0.02130406714009038,0.9159957058507784,0.5622119815668203,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4,0.3890420342785062
ICICI Pru BHARAT 22 FOF  – Direct Growth,1000,5000,0.03088803088803089,89.0,5,Kayzad Eghlim,2.76,9.68,0.2573273079406068,0.878690284487386,0.4723502304147466,6,ICICI Prudential Mutual Fund,5,Other,FoFs Domestic,22.1,35.0,8.9,0.3894969607290606
Aditya Birla SL Banking&PSU Debt Fund,1000,1000,0.14285714285714285,7994.0,10,Kaustubh Gupta,1.92,4.46,0.021174951581665588,0.9028448738593666,0.5599078341013826,3,Aditya Birla Sun Life Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.5,6.8,7.3,0.3895493486119902
Parag Parikh Tax Saver Fund,1000,500,0.30888030888030893,1147.0,4,Rajeev Thakkar,4.17,12.64,0.16281471917366042,0.8717122920021471,0.3248847926267282,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8.0,33.0,8.9,0.38973165320194025
IDBI Short Term Bond Fund,500,5000,0.10810810810810811,29.0,10,Raju Sharma,3.22,3.82,0.061071659134925765,0.8397745571658616,0.599078341013825,2,IDBI Mutual Fund,4,Debt,Short Duration Funds,4.1,9.4,6.9,0.38997335554807827
